word,ipa,altipa,type,
সুপ্রভাত,ʃupprobɦɑt,,derivation,
সুপ্রসন্ন,ʃupproʃonno,,derivation,
সুপ্রসিদ্ধ,ʃupproʃiddɦo,,derivation,
সুপ্রিয়,ʃupprio,,derivation,
সুপ্রিয়া,ʃuppriɑ,,derivation,
সুফল,ʃuphɔl,,derivation,
সুবিদিত,ʃubidito,,derivation,
সুবিনয়,ʃubinɔĕ,,derivation,
সুবিমল,ʃubimɔl,,derivation,
সুবিশাল,ʃubiʃɑl,,derivation,
সুবুদ্ধি,ʃubuddɦi,,derivation,
সুবৃহত্,ʃubriɦɔt,,derivation,
সুবোধ,ʃubod(ɦ),,derivation,
সুব্যবস্হা,ʃubæbosthɑ,,derivation,
সুব্রত,ʃubbroto,,derivation,
সুভগ,ʃubɦɔɡo,,derivation,
সুভদ্র,ʃubɦɔddro,,derivation,
সুভদ্রা,ʃubɦɔddrɑ,,derivation,
সুভাষ,ʃubɦɑʃ,,derivation,
সুভাষিত,ʃubɦɑʃito,,derivation,
সুমতি,ʃumoti,,derivation,
সুমধুর,ʃumodɦur,,derivation,
সুমনা,ʃumɔnɑ/̃monɑ,,derivation,
সুমহান,ʃumɔɦɑn,,derivation,
সুরক্ষিত,ʃurokkhito,,derivation,
সুরম্য,ʃurommo,,derivation,
সুরুচি,ʃuruci,,derivation,
সুরূপা,ʃurupɑ,,derivation,
সুলক্ষণা,ʃulokkhonɑ/̃lɔkkhonɑ,,derivation,
সুললিত,ʃulolito,,derivation,
সুলেখক,ʃulekhɔk,,derivation,
সুলোচনা,ʃuloconɑ,,derivation,
সুশিক্ষিত,ʃuʃikkhito,,derivation,
সুশীতল,ʃuʃitɔl,,derivation,
সুশীলা,ʃuʃilɑ,,derivation,
সুশৃঙ্খল,ʃusriŋkhɔl,,derivation,
সুশোভন,ʃuʃobɦon,,derivation,
সুশোভিত,ʃuʃobɦito,,derivation,
সুশ্রাব্য,ʃussrɑbbo,,derivation,
সুশ্রী,ʃussri,,derivation,
সুসংবাদ,ʃuʃɔŋbɑd,,derivation,
সুসজ্জিত,ʃuʃoɟɟito,,derivation,
সুসভ্য,ʃuʃobbɦo,,derivation,
সুসময়,ʃɔmɔĕ/̃ʃomɔĕ,,derivation,
সুসম্পন্ন,ʃuʃɔmpɔnno,,derivation,
সুসহ,ʃuʃɔɦo,,derivation,
সুস্হিত,ʃussthito,,derivation,
সুস্হির,ʃusthir,,derivation,
সুস্পষ্ট,ʃuspɔʃʈo,,derivation,
সুস্মিতা,ʃuʃmitɑ/̃smitɑ,,derivation,
সুস্বপ্ন,ʃuʃɔpno,,derivation,
সুস্বাদু,ʃuʃʃɑdu,,derivation,
সুহাস,ʃuɦɑʃ,,derivation,
সুহাসিনী,ʃuɦɑʃini,,derivation,
সুকর,ʃukɔr,,headword,
সুক্ত,ʃukto,,headword,
শুক্ত,ʃukto,,headword,
সুখ,ʃuk(h),,headword,
সুখকর,ʃukhokɔr,,derivation,
সুখদা,ʃukhodɑ,,derivation,
সুখশয্যা,ʃukhoʃoɟɟɑ,,derivation,
সুখস্পর্শ,ʃukhospɔrʃo,,derivation,
সুখস্মৃতি,ʃukhosrĩti,,derivation,
সুখস্বপ্ন,ʃukhoʃɔpno,,derivation,
সুখানুভূতি,ʃukhɑnubɦuti,,derivation,
সুখতলা,ʃuk(h)tɔlɑ,,headword,
সুখী,ʃukhi,,headword,
সুখৈশ্বর্য,ʃukhoiʃʃorɟo,,headword,
সুগ্রীব,ʃuɡɡrib,,headword,
সুচ,ʃuc,,headword,
সূচ,ʃuc,,headword,
সুজনি,ʃuɟni,,headword,
সুড়সুড়ি,ʃuɽʃuɽi,,headword,
সুতরাং,ʃutorɑŋ,,headword,
সুতলি,ʃutli,,headword,
সুতা,ʃutɑ,,headword,
সুতি,ʃuti,,headword,
সুতিবস্ত্র,,ʃutibɔstro,,derivation
সুতো,ʃuto,,headword,
সুদ,ʃud,,headword,
সুদখোর,ʃudkhor,,derivation,
সুদ্ধ,ʃuddɦo,,headword,
সুধন্বা,ʃudɦonnɑ,ʃudɦɔnnɑ,headword,
সুধা,ʃudɦɑ,,headword,
সুধাংশু,ʃudɦɑŋʃu,,derivation,
সুধাকর,ʃudɦɑkɔr,,derivation,
সুধাময়,ʃudɦɑmɔĕ,,derivation,
সুধাময়ী,ʃudɦɑmoi,,derivation,
সুধী,ʃudɦi,,headword,
সুন্দ,ʃundo,,headword,
সুন্দর,ʃundor,ʃundɔr,headword,
সুন্দরী,ʃundori,,derivation,
সুন্দরবন,ʃundorbon,,headword,
সুন্নি,ʃunni,,headword,
সুপারি,ʃupɑri,,headword,
সুপুরি,ʃupuri,,derivation,
সুপারিশ,ʃupɑriʃ,,headword,
সুপ্ত,ʃupto,,headword,
সুপ্তোত্থিত,ʃuptotthito,,derivation,
সুফি,ʃuphi,suphi,headword,
সুবচনী,ʃubɔconi,ʃuboconi,headword,
সুবর্ণ,ʃubɔrno,,headword,
সুবর্ণজয়ন্তী,ʃubɔrnoɟɔĕonti,,derivation,
সুবর্ণবণিক,ʃubɔrnobonik,,derivation,
সুবর্ণসুযোগ,ʃubɔrnoʃuɟoɡ,,derivation,
সুবা,ʃubɑ,,headword,
সুবাদার,ʃubɑdɑr,,derivation,
সুবাদ,ʃubɑd,,headword,
সুবাস,ʃubɑʃ,,headword,
সুবাসিত,ʃubɑʃito,,derivation,
সুবিধা,ʃubidɦɑ,,headword,
সুবিধাজনক,ʃubidɦɑɟɔnok,,derivation,
সুবিধাবাদী,ʃubidɦɑbɑdi,,derivation,
সুমেরু,ʃumeru,,headword,
সুমেরুবৃত্ত,ʃumerubritto,,derivation,
সুযোগ,ʃuɟoɡ,,headword,
সুযোগসন্ধানী,ʃuɟoɡʃɔndɦɑni,,derivation,
সুয়োরানি,ʃuorɑni,,headword,
সুর1,ʃur,,headword,
সুরতরঙ্গ,ʃurotɔroŋɡo,,derivation,
সুরবাহার,ʃurbɑɦɑr,,derivation,
সুরবোধ,ʃurobod(ɦ),,derivation,
সুর2,ʃurokonnɑ,,headword,
সুরধুনী,ʃurodɦuni,,derivation,
সুরলোক,ʃurolok,,derivation,
সুরসুন্দরী,ʃuroʃundori,,derivation,
সুরাসুর,ʃurɑʃur,,derivation,
সুরকি,ʃurki,,headword,
সুরত,ʃurot,ʃurɔt,headword,
সুরতহাল,ʃurotɦɑl,ʃurɔtɦɑl,derivation,
সুরতি1,ʃurti,,headword,
সুরতি2,ʃuroti,,headword,
সুরবল্লী,ʃurobolli,,headword,
সুরভি,ʃurobɦi,,headword,
সুরভিত,ʃurobɦito,,derivation,
সুরমা1,ʃurɔmɑ,ʃuromɑ,headword,
সুরমা2,ʃurmɑ,,headword,
সুর্মা,ʃurmɑ,,headword,
সুরা,ʃurɑ,,headword,
সুরাহা,ʃurɑɦɑ,,headword,
সুরেন্দ্র,ʃurendro,,headword,
সুরেশ,ʃureʃ,,headword,
সুরেলা,ʃurelɑ,,headword,
সুরেশ্বর,ʃureʃʃɔr,,headword,
সুলতান,ʃultɑn,,headword,
সুলতানি,ʃultɑni,,derivation,
সুলভ,ʃulɔb(ɦ),,headword,
সুশ্রুত,ʃussruto,,headword,
সুষনি,ʃuʃni,,headword,
সুসনি,ʃuʃni,,headword,
সুষম,ʃuʃɔmo,,headword,
সুষমা,ʃuʃɔmɑ,ʃuʃomɑ,headword,
সুষুপ্ত,ʃuʃupto,,headword,
সুষুম্না,ʃuʃumnɑ,,headword,
সুষ্ঠু,ʃuʃʈhu,,headword,
সুসার,ʃuʃɑr,,headword,
সুস্হ,ʃustho,,headword,
সুহৃত্,ʃurɦit,,headword,
সুহৃদ,ʃurɦid,,derivation,
সুক্ত,ʃukto,,headword,
সূক্ষ্ম,ʃukkho,,headword,
